TRE_CN,STATECD,REGIONAL_DRYBIOT,REGIONAL_DRYBIOM,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,REGIONAL_DRYBIOSL
249699443010854,72,191.052046,,JTURNER02,2011-09-29 11:16:52,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699444010854,72,1.840548,,JTURNER02,2011-09-29 11:16:52,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249697908010854,72,140.088832,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697907010854,72,130.488606,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
254353122010854,72,145.093657,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697906010854,72,444.276891,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697905010854,72,172.952561,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697904010854,72,41.622732,,JTURNER02,2011-09-29 11:16:53,20004,JTURNER02,2016-06-16 09:13:12,489998,
249698224010854,72,4.060742,,JTURNER02,2011-09-29 11:16:53,20004,JTURNER02,2016-06-16 09:13:12,489998,
249697903010854,72,218.953176,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697902010854,72,214.779041,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697901010854,72,334.78973,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697900010854,72,4.375023,,JTURNER02,2011-09-29 11:16:53,20004,JTURNER02,2016-06-16 09:13:12,489998,
249697899010854,72,7.515612,,JTURNER02,2011-09-29 11:16:53,20004,JTURNER02,2016-06-16 09:13:12,489998,
249697898010854,72,60.848158,,JTURNER02,2011-09-29 11:16:53,20004,JTURNER02,2016-06-16 09:13:12,489998,
249697897010854,72,310.476183,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697896010854,72,310.476183,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697895010854,72,192.334892,,JTURNER02,2011-09-29 11:16:53,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697894010854,72,,,JTURNER02,2011-09-29 11:16:53,20004,JTURNER02,2016-06-16 09:13:12,489998,
249699143010854,72,5.787284,,JTURNER02,2011-09-29 11:16:58,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699140010854,72,7.405689,,JTURNER02,2011-09-29 11:16:58,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699141010854,72,5.787284,,JTURNER02,2011-09-29 11:16:58,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699142010854,72,6.631117,,JTURNER02,2011-09-29 11:16:58,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699932010854,72,115.953761,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699933010854,72,223.363004,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699934010854,72,217.926451,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699935010854,72,153.085938,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699936010854,72,147.837755,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699937010854,72,108.610489,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699938010854,72,10.19063,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699939010854,72,,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699940010854,72,,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699941010854,72,128.581778,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699942010854,72,2.061886,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699943010854,72,7.073704,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699144010854,72,1.402743,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699944010854,72,88.693508,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249698740010854,72,211.557701,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699945010854,72,135.011384,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699948010854,72,3148.258055,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699949010854,72,758.816027,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249700413010854,72,319.169669,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249700414010854,72,200.586957,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249698782010854,72,51.495442,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249700415010854,72,341.164409,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249698166010854,72,458.77282,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699950010854,72,116.107976,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249698605010854,72,,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698604010854,72,,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698603010854,72,,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249697977010854,72,298.268847,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697976010854,72,196.660242,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697975010854,72,205.740626,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697974010854,72,,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249697973010854,72,,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249697972010854,72,,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249697971010854,72,177.639786,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697970010854,72,215.180649,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697969010854,72,501.204137,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
254353103010854,72,,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698237010854,72,290.128391,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697968010854,72,,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249697967010854,72,157.731547,,JTURNER02,2011-09-29 11:16:59,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699586010854,72,307.619765,,JTURNER02,2011-09-29 11:16:58,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249710535010854,72,103.449007,,JTURNER02,2011-09-29 11:17:08,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249710533010854,72,228.829646,,JTURNER02,2011-09-29 11:17:08,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249698527010854,72,50.036633,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698526010854,72,82.511245,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698525010854,72,53.31727,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698524010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698523010854,72,32.579165,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698522010854,72,46.093411,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249697940010854,72,292.73944,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249698521010854,72,31.521663,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698520010854,72,41.753095,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698519010854,72,17.470617,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698518010854,72,23.187376,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698517010854,72,32.064345,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698516010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698515010854,72,35.109476,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698514010854,72,17.058129,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698513010854,72,26.850877,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698512010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698511010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698510010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698509010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698508010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698507010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698506010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698504010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698503010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699607010854,72,7.650366,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699608010854,72,4.478146,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699238010854,72,79.382883,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699239010854,72,90.9268,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699240010854,72,124.010595,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697849010854,72,1504.309513,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697848010854,72,293.081309,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699241010854,72,95.132929,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697847010854,72,474.39718,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:49,126144,
249697846010854,72,135.423169,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699609010854,72,116.107976,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249697845010854,72,684.540782,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249699242010854,72,107.427243,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:09:29,126144,
249698438010854,72,1.535681,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698437010854,72,5.671951,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698436010854,72,,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698652010854,72,6.304083,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249699243010854,72,9.222907,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
249698435010854,72,2.74595,,JTURNER02,2011-09-29 11:17:01,20004,JASONMEADE,2019-03-06 13:04:59,126144,
